Date,Location,Outcome,OpponentID,Point Percentage,Shooting Percentage,Shots Allowed / Game,Shots / Game,Faceoff Win Percentage,Goals Against / Game,Goals / Game,Save Percentage
11/25/2000,Home,1,24,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
11/29/2000,Home,0,8,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/2/2000,Away,0,23,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/3/2000,Home,1,28,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/6/2000,Home,1,18,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/9/2000,Home,0,26,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/13/2000,Away,0,25,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/14/2000,Away,1,18,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/16/2000,Away,0,15,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/18/2000,Away,0,17,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/20/2000,Home,1,23,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/22/2000,Away,0,20,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/27/2000,Away,0,21,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/28/2000,Away,0,28,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
12/30/2000,Home,1,8,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/1/2001,Away,0,19,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/3/2001,Away,0,29,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/5/2001,Away,1,16,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/7/2001,Home,1,29,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/10/2001,Home,0,18,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/12/2001,Home,0,23,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/14/2001,Home,1,9,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/16/2001,Away,1,18,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/18/2001,Away,0,19,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/20/2001,Home,1,17,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/22/2001,Home,1,28,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/24/2001,Away,0,28,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/26/2001,Home,1,27,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/30/2001,Away,1,20,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
1/31/2001,Home,1,16,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
2/7/2001,Away,0,25,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
2/9/2001,Away,0,27,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
2/12/2001,Away,1,26,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
2/14/2001,Away,0,24,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
2/16/2001,Home,0,2,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
2/17/2001,Home,0,23,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
2/20/2001,Home,1,26,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
2/24/2001,Away,1,20,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
2/25/2001,Home,1,25,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
2/28/2001,Home,1,19,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/2/2001,Home,1,30,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/7/2001,Home,1,10,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/9/2001,Away,1,7,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/11/2001,Away,1,12,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/13/2001,Away,1,14,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/14/2001,Away,0,13,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/17/2001,Home,0,1,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/19/2001,Home,0,4,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/21/2001,Away,1,26,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/24/2001,Away,0,27,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/26/2001,Home,1,29,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/28/2001,Home,1,21,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
3/30/2001,Home,0,25,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
4/1/2001,Away,0,16,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
4/2/2001,Away,0,21,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
4/4/2001,Home,1,30,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
4/7/2001,Away,1,23,56.7,11.3,26.0854,26.1585,51.1,2.707,2.963,0.896
10/5/2000,Away,0,4,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/6/2000,Away,1,13,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/8/2000,Away,1,14,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/12/2000,Home,0,21,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/14/2000,Home,1,7,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/16/2000,Home,1,10,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/18/2000,Home,1,20,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/21/2000,Home,0,27,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/24/2000,Away,0,18,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/25/2000,Away,1,25,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/27/2000,Home,1,11,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/1/2000,Home,1,21,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/3/2000,Home,0,5,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/5/2000,Home,1,28,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/8/2000,Away,1,24,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/9/2000,Away,0,26,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/11/2000,Home,0,19,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/14/2000,Home,1,16,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/17/2000,Home,1,3,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/19/2000,Away,1,29,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/21/2000,Away,1,19,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/22/2000,Away,0,15,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/24/2000,Away,0,17,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/26/2000,Away,0,30,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/28/2000,Home,1,24,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
11/30/2000,Home,0,8,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/2/2000,Home,1,22,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/4/2000,Home,1,18,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/6/2000,Away,0,27,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/8/2000,Away,1,28,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/10/2000,Home,0,26,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/16/2000,Home,1,29,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/20/2000,Away,0,22,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/21/2000,Away,0,16,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/23/2000,Away,0,21,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/27/2000,Home,1,8,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/29/2000,Away,0,20,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
12/30/2000,Away,1,28,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/1/2001,Away,1,18,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/3/2001,Away,0,16,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/6/2001,Home,1,29,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/8/2001,Home,1,18,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/10/2001,Home,0,9,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/12/2001,Away,1,22,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/14/2001,Home,1,20,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/16/2001,Home,0,17,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/18/2001,Away,0,21,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/20/2001,Away,0,19,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/22/2001,Away,0,25,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/24/2001,Home,1,27,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/27/2001,Away,1,20,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/28/2001,Home,0,16,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
1/30/2001,Home,1,30,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/1/2001,Home,1,21,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/8/2001,Home,1,28,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/10/2001,Home,0,20,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/14/2001,Home,0,15,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/17/2001,Away,1,22,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/18/2001,Home,1,2,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/21/2001,Away,1,8,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/22/2001,Away,0,10,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/24/2001,Away,0,9,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/26/2001,Away,1,30,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
2/28/2001,Home,1,25,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/2/2001,Home,1,19,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/4/2001,Home,0,30,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/6/2001,Home,0,17,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/8/2001,Away,0,27,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/10/2001,Home,1,10,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/13/2001,Away,0,17,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/15/2001,Away,0,6,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/16/2001,Away,0,7,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/18/2001,Away,1,11,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/21/2001,Away,0,29,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/23/2001,Away,0,1,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/25/2001,Away,0,30,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/28/2001,Home,0,25,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
3/30/2001,Home,1,24,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
4/1/2001,Away,0,24,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
4/2/2001,Away,0,26,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
4/5/2001,Home,1,26,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
4/7/2001,Home,0,22,54.9,9.8,25.878,29.6829,46.9,2.902,2.915,0.888
10/6/2000,Home,1,30,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/8/2000,Home,0,19,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/11/2000,Home,0,6,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/14/2000,Away,0,1,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/16/2000,Away,1,3,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/17/2000,Away,1,2,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/20/2000,Away,0,7,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/21/2000,Away,1,4,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/23/2000,Home,0,26,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/25/2000,Away,0,26,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/27/2000,Home,1,22,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/29/2000,Away,1,20,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/30/2000,Away,0,22,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/1/2000,Home,1,27,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/4/2000,Away,0,18,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/5/2000,Away,0,16,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/8/2000,Home,0,23,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/11/2000,Away,0,21,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/12/2000,Home,0,17,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/15/2000,Home,0,21,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/18/2000,Away,1,27,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/19/2000,Home,1,2,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/22/2000,Home,0,1,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/24/2000,Away,0,20,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/25/2000,Away,0,22,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/28/2000,Away,0,23,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
11/30/2000,Away,0,28,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/3/2000,Home,1,26,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/5/2000,Away,0,19,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/6/2000,Away,0,29,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/8/2000,Away,1,30,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/10/2000,Home,0,25,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/13/2000,Home,1,29,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/15/2000,Home,1,3,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/17/2000,Home,1,14,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/20/2000,Home,0,11,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/22/2000,Away,0,17,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/23/2000,Away,0,19,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/27/2000,Away,0,25,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/28/2000,Away,0,18,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
12/31/2000,Away,0,30,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/3/2001,Home,1,13,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/5/2001,Home,1,20,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/10/2001,Home,0,19,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/12/2001,Home,0,7,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/14/2001,Away,0,12,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/15/2001,Away,0,5,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/17/2001,Away,1,11,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/19/2001,Home,0,27,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/21/2001,Home,0,21,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/24/2001,Home,0,30,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/26/2001,Away,0,17,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/27/2001,Away,0,29,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
1/31/2001,Home,0,18,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/1/2001,Away,1,27,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/7/2001,Home,0,16,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/9/2001,Home,0,15,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/11/2001,Home,1,12,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/14/2001,Home,1,22,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/16/2001,Away,0,25,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/19/2001,Home,1,20,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/21/2001,Home,1,28,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/23/2001,Away,0,28,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/25/2001,Home,0,29,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
2/28/2001,Home,0,17,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/2/2001,Home,0,25,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/4/2001,Home,1,26,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/7/2001,Home,1,8,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/9/2001,Home,1,16,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/11/2001,Home,1,18,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/13/2001,Away,1,15,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/14/2001,Away,0,10,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/16/2001,Away,0,9,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/18/2001,Away,1,16,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/21/2001,Away,0,25,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/24/2001,Away,0,26,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/29/2001,Away,0,28,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
3/30/2001,Away,0,23,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
4/1/2001,Home,1,23,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
4/4/2001,Away,0,21,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
4/6/2001,Home,0,27,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
4/8/2001,Home,0,28,40.2,8.9,29.4756,25.8902,48.3,2.988,2.293,0.899
10/4/2000,Home,1,21,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/7/2000,Away,0,9,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/9/2000,Away,1,10,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/10/2000,Away,0,12,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/12/2000,Home,1,4,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/14/2000,Home,1,15,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/18/2000,Home,1,28,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/20/2000,Away,1,16,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/21/2000,Home,1,26,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/25/2000,Home,0,23,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/27/2000,Home,0,27,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
10/28/2000,Away,0,19,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/1/2000,Home,1,29,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/3/2000,Away,0,27,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/11/2000,Home,1,8,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/14/2000,Away,0,29,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/15/2000,Away,0,7,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/17/2000,Away,1,17,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/20/2000,Home,1,14,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/22/2000,Away,1,18,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/24/2000,Home,1,29,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/25/2000,Away,1,29,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
11/29/2000,Home,0,20,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/1/2000,Away,0,21,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/2/2000,Away,1,27,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/6/2000,Away,0,28,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/7/2000,Away,0,26,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/10/2000,Away,1,24,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/13/2000,Home,1,22,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/15/2000,Home,1,16,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/17/2000,Away,0,30,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/20/2000,Away,0,1,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/21/2000,Away,1,2,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/23/2000,Away,1,5,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/27/2000,Home,1,24,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/29/2000,Home,0,26,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
12/31/2000,Home,1,3,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/4/2001,Away,0,17,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/6/2001,Away,1,6,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/8/2001,Away,1,3,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/10/2001,Away,1,11,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/12/2001,Home,0,17,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/14/2001,Away,1,14,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/15/2001,Away,0,13,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/17/2001,Home,1,18,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/19/2001,Home,1,5,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/21/2001,Away,0,27,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/22/2001,Home,1,23,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/24/2001,Home,0,1,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/26/2001,Home,0,28,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
1/30/2001,Away,0,26,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/1/2001,Away,1,28,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/7/2001,Home,1,22,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/9/2001,Home,0,30,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/11/2001,Home,1,19,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/13/2001,Away,1,18,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/14/2001,Home,1,26,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/16/2001,Home,1,24,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/18/2001,Home,0,17,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/21/2001,Home,1,30,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/23/2001,Home,1,6,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/25/2001,Away,0,22,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/26/2001,Away,0,20,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
2/28/2001,Away,0,23,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
3/2/2001,Away,1,24,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
3/4/2001,Home,1,7,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
3/7/2001,Home,0,16,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
3/10/2001,Home,1,21,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
3/11/2001,Away,0,21,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
3/13/2001,Away,1,16,64.6,11.5,24.9146,25.6098,51.2,2.28,2.939,0.908
